Australian Bureau of Statistics,,,,,,,,,,,,
1270055006C001 Statistical Area Level 1 2011 to Local Government Area 2011,,,,,,,,,,,,
Released at 11.30am (Canberra time) 27 June 2012,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
SA1_MAINCODE_2011,SA1_7DIGITCODE_2011,LGA_CODE_2011,LGA_NAME_2011,RATIO,PERCENTAGE,,,,,,,
50301103010,5103010,51310,Cambridge (T),1,100,,,,,,,
50301103011,5103011,51310,Cambridge (T),1,100,,,,,,,
50301103012,5103012,51310,Cambridge (T),1,100,,,,,,,
50301103013,5103013,51310,Cambridge (T),1,100,,,,,,,
50301103014,5103014,51310,Cambridge (T),1,100,,,,,,,
50301103015,5103015,51310,Cambridge (T),1,100,,,,,,,
50301103016,5103016,51310,Cambridge (T),1,100,,,,,,,
50301103017,5103017,51310,Cambridge (T),1,100,,,,,,,
50301103018,5103018,51310,Cambridge (T),1,100,,,,,,,
50301103101,5103101,52170,Cottesloe (T),1,100,,,,,,,
50301103102,5103102,51750,Claremont (T),1,100,,,,,,,
50301103103,5103103,51750,Claremont (T),1,100,,,,,,,
50301103104,5103104,51750,Claremont (T),1,100,,,,,,,
50301103105,5103105,51750,Claremont (T),1,100,,,,,,,
50301103106,5103106,51750,Claremont (T),1,100,,,,,,,
50301103107,5103107,51750,Claremont (T),1,100,,,,,,,
50301103108,5103108,51750,Claremont (T),1,100,,,,,,,
50301103109,5103109,51750,Claremont (T),1,100,,,,,,,
50301103110,5103110,51750,Claremont (T),1,100,,,,,,,
50301103111,5103111,51750,Claremont (T),1,100,,,,,,,
50301103112,5103112,51750,Claremont (T),1,100,,,,,,,
50301103113,5103113,51750,Claremont (T),1,100,,,,,,,
50301103114,5103114,51750,Claremont (T),1,100,,,,,,,
50301103115,5103115,51750,Claremont (T),1,100,,,,,,,
50301103116,5103116,51750,Claremont (T),1,100,,,,,,,
50301103117,5103117,51750,Claremont (T),1,100,,,,,,,
50301103118,5103118,51750,Claremont (T),1,100,,,,,,,
50301103119,5103119,51750,Claremont (T),1,100,,,,,,,
50301103120,5103120,51750,Claremont (T),1,100,,,,,,,
50301103121,5103121,51750,Claremont (T),0.8082481,80.8248128,,,,,,,
50301103121,5103121,56580,Nedlands (C),0.1917519,19.1751872,,,,,,,
50301103201,5103201,52170,Cottesloe (T),1,100,,,,,,,
50301103202,5103202,52170,Cottesloe (T),1,100,,,,,,,
50301103203,5103203,52170,Cottesloe (T),1,100,,,,,,,
50301103204,5103204,52170,Cottesloe (T),1,100,,,,,,,
50301103205,5103205,52170,Cottesloe (T),1,100,,,,,,,
50301103206,5103206,52170,Cottesloe (T),1,100,,,,,,,
50301103207,5103207,52170,Cottesloe (T),1,100,,,,,,,
50301103208,5103208,52170,Cottesloe (T),1,100,,,,,,,
50301103209,5103209,52170,Cottesloe (T),1,100,,,,,,,
50301103210,5103210,52170,Cottesloe (T),1,100,,,,,,,
50301103211,5103211,52170,Cottesloe (T),1,100,,,,,,,
50301103212,5103212,52170,Cottesloe (T),1,100,,,,,,,
50301103213,5103213,52170,Cottesloe (T),1,100,,,,,,,
50301103214,5103214,52170,Cottesloe (T),1,100,,,,,,,
50301103215,5103215,52170,Cottesloe (T),1,100,,,,,,,
50301103216,5103216,52170,Cottesloe (T),1,100,,,,,,,
50301103217,5103217,52170,Cottesloe (T),1,100,,,,,,,
50301103218,5103218,52170,Cottesloe (T),1,100,,,,,,,
50301103301,5103301,51310,Cambridge (T),1,100,,,,,,,
50301103302,5103302,51310,Cambridge (T),1,100,,,,,,,
50301103303,5103303,51310,Cambridge (T),1,100,,,,,,,
50301103304,5103304,51310,Cambridge (T),1,100,,,,,,,
50301103305,5103305,51310,Cambridge (T),1,100,,,,,,,
50301103306,5103306,51310,Cambridge (T),1,100,,,,,,,
50301103307,5103307,56580,Nedlands (C),1,100,,,,,,,
50301103308,5103308,51310,Cambridge (T),1,100,,,,,,,
50301103309,5103309,51310,Cambridge (T),1,100,,,,,,,
50301103310,5103310,51310,Cambridge (T),1,100,,,,,,,
50301103311,5103311,51310,Cambridge (T),1,100,,,,,,,
50301103312,5103312,51310,Cambridge (T),1,100,,,,,,,
50301103313,5103313,51310,Cambridge (T),1,100,,,,,,,
50301103314,5103314,51310,Cambridge (T),1,100,,,,,,,
50301103315,5103315,51310,Cambridge (T),1,100,,,,,,,
50301103316,5103316,51310,Cambridge (T),1,100,,,,,,,
50301103317,5103317,51310,Cambridge (T),1,100,,,,,,,
50301103318,5103318,51310,Cambridge (T),1,100,,,,,,,
50301103319,5103319,51310,Cambridge (T),1,100,,,,,,,
50301103320,5103320,56580,Nedlands (C),1,100,,,,,,,
50301103321,5103321,51310,Cambridge (T),1,100,,,,,,,
50301103322,5103322,51310,Cambridge (T),1,100,,,,,,,
50301103401,5103401,56930,Peppermint Grove (S),1,100,,,,,,,
50301103402,5103402,55740,Mosman Park (T),1,100,,,,,,,
50301103403,5103403,56930,Peppermint Grove (S),1,100,,,,,,,
50301103404,5103404,56930,Peppermint Grove (S),1,100,,,,,,,
50301103405,5103405,55740,Mosman Park (T),1,100,,,,,,,
50301103406,5103406,55740,Mosman Park (T),1,100,,,,,,,
50301103407,5103407,55740,Mosman Park (T),1,100,,,,,,,
50301103408,5103408,55740,Mosman Park (T),1,100,,,,,,,
50301103409,5103409,55740,Mosman Park (T),1,100,,,,,,,
50301103410,5103410,55740,Mosman Park (T),1,100,,,,,,,
50301103411,5103411,55740,Mosman Park (T),1,100,,,,,,,
50301103412,5103412,55740,Mosman Park (T),1,100,,,,,,,
50301103413,5103413,55740,Mosman Park (T),1,100,,,,,,,
50301103414,5103414,55740,Mosman Park (T),1,100,,,,,,,
50301103415,5103415,55740,Mosman Park (T),1,100,,,,,,,
50301103416,5103416,55740,Mosman Park (T),1,100,,,,,,,
50301103417,5103417,55740,Mosman Park (T),1,100,,,,,,,
50301103418,5103418,56930,Peppermint Grove (S),1,100,,,,,,,
50301103419,5103419,55740,Mosman Park (T),1,100,,,,,,,
50301103420,5103420,55740,Mosman Park (T),1,100,,,,,,,
50301103421,5103421,55740,Mosman Park (T),1,100,,,,,,,
50301103422,5103422,55740,Mosman Park (T),1,100,,,,,,,
50301103423,5103423,55740,Mosman Park (T),1,100,,,,,,,
50301103424,5103424,55740,Mosman Park (T),1,100,,,,,,,
50301103501,5103501,56580,Nedlands (C),1,100,,,,,,,
50301103502,5103502,56580,Nedlands (C),1,100,,,,,,,
50301103503,5103503,56580,Nedlands (C),1,100,,,,,,,
50301103504,5103504,57980,Subiaco (C),1,100,,,,,,,
50301103505,5103505,57980,Subiaco (C),1,100,,,,,,,
50301103506,5103506,57980,Subiaco (C),1,100,,,,,,,
50301103507,5103507,57980,Subiaco (C),1,100,,,,,,,
50301103508,5103508,57980,Subiaco (C),1,100,,,,,,,
50301103509,5103509,56580,Nedlands (C),1,100,,,,,,,
50301103510,5103510,56580,Nedlands (C),1,100,,,,,,,
50301103511,5103511,56580,Nedlands (C),1,100,,,,,,,
50301103512,5103512,56580,Nedlands (C),1,100,,,,,,,
50301103513,5103513,56580,Nedlands (C),1,100,,,,,,,
50301103514,5103514,56580,Nedlands (C),1,100,,,,,,,
50301103515,5103515,56580,Nedlands (C),1,100,,,,,,,
50301103516,5103516,56580,Nedlands (C),1,100,,,,,,,
50301103517,5103517,56580,Nedlands (C),1,100,,,,,,,
50301103518,5103518,56580,Nedlands (C),1,100,,,,,,,
50301103519,5103519,56580,Nedlands (C),1,100,,,,,,,
50301103520,5103520,56580,Nedlands (C),1,100,,,,,,,
50301103521,5103521,57980,Subiaco (C),1,100,,,,,,,
50301103522,5103522,57080,Perth (C),1,100,,,,,,,
50301103523,5103523,57080,Perth (C),1,100,,,,,,,
50301103524,5103524,57980,Subiaco (C),1,100,,,,,,,
50301103525,5103525,56580,Nedlands (C),1,100,,,,,,,
50301103526,5103526,56580,Nedlands (C),1,100,,,,,,,
50301103527,5103527,56580,Nedlands (C),1,100,,,,,,,
50301103528,5103528,56580,Nedlands (C),1,100,,,,,,,
50301103529,5103529,56580,Nedlands (C),1,100,,,,,,,
50301103530,5103530,56580,Nedlands (C),1,100,,,,,,,
50301103531,5103531,56580,Nedlands (C),1,100,,,,,,,
50301103532,5103532,56580,Nedlands (C),1,100,,,,,,,
50301103533,5103533,56580,Nedlands (C),1,100,,,,,,,
50301103534,5103534,56580,Nedlands (C),1,100,,,,,,,
50301103535,5103535,56580,Nedlands (C),1,100,,,,,,,
50301103536,5103536,56580,Nedlands (C),1,100,,,,,,,
50301103537,5103537,56580,Nedlands (C),1,100,,,,,,,
50301103538,5103538,56580,Nedlands (C),1,100,,,,,,,
50301103539,5103539,56580,Nedlands (C),1,100,,,,,,,
50301103540,5103540,56580,Nedlands (C),1,100,,,,,,,
50301103541,5103541,56580,Nedlands (C),1,100,,,,,,,
50301103601,5103601,56580,Nedlands (C),1,100,,,,,,,
50301103602,5103602,56580,Nedlands (C),1,100,,,,,,,
50301103603,5103603,56580,Nedlands (C),1,100,,,,,,,
50301103604,5103604,56580,Nedlands (C),1,100,,,,,,,
50301103605,5103605,56580,Nedlands (C),1,100,,,,,,,
50301103606,5103606,56580,Nedlands (C),1,100,,,,,,,
50301103607,5103607,56580,Nedlands (C),1,100,,,,,,,
50301103608,5103608,51750,Claremont (T),1,100,,,,,,,
50301103609,5103609,51750,Claremont (T),1,100,,,,,,,
50301103610,5103610,56580,Nedlands (C),1,100,,,,,,,
50301103611,5103611,51750,Claremont (T),0.9019576,90.1957564,,,,,,,
50301103611,5103611,56580,Nedlands (C),0.0980424,9.8042436,,,,,,,
50301103612,5103612,56580,Nedlands (C),1,100,,,,,,,
50301103613,5103613,56580,Nedlands (C),1,100,,,,,,,
50301103614,5103614,56580,Nedlands (C),1,100,,,,,,,
50301103615,5103615,56580,Nedlands (C),1,100,,,,,,,
50301103616,5103616,51310,Cambridge (T),1,100,,,,,,,
50301103617,5103617,51750,Claremont (T),1,100,,,,,,,
50301103618,5103618,56580,Nedlands (C),1,100,,,,,,,
50301103619,5103619,56580,Nedlands (C),1,100,,,,,,,
50301103620,5103620,56580,Nedlands (C),1,100,,,,,,,
50301103621,5103621,56580,Nedlands (C),1,100,,,,,,,
50301103622,5103622,56580,Nedlands (C),1,100,,,,,,,
50301103623,5103623,56580,Nedlands (C),1,100,,,,,,,
50301103624,5103624,51750,Claremont (T),1,100,,,,,,,
50301103625,5103625,51310,Cambridge (T),0.1666667,16.6666667,,,,,,,
50301103625,5103625,56580,Nedlands (C),0.8333333,83.3333333,,,,,,,
50302103701,5103701,57080,Perth (C),1,100,,,,,,,
50302103801,5103801,58570,Vincent (T),1,100,,,,,,,
50302103802,5103802,58570,Vincent (T),1,100,,,,,,,
50302103803,5103803,58570,Vincent (T),1,100,,,,,,,
50302103804,5103804,58570,Vincent (T),1,100,,,,,,,
50302103805,5103805,58570,Vincent (T),1,100,,,,,,,
50302103806,5103806,58570,Vincent (T),1,100,,,,,,,
50302103807,5103807,58570,Vincent (T),1,100,,,,,,,
50302103808,5103808,58570,Vincent (T),1,100,,,,,,,
50302103809,5103809,58570,Vincent (T),1,100,,,,,,,
50302103810,5103810,58570,Vincent (T),1,100,,,,,,,
50302103811,5103811,58570,Vincent (T),1,100,,,,,,,
50302103812,5103812,58570,Vincent (T),1,100,,,,,,,
50302103813,5103813,58570,Vincent (T),1,100,,,,,,,
50302103814,5103814,58570,Vincent (T),1,100,,,,,,,
50302103815,5103815,58570,Vincent (T),1,100,,,,,,,
50302103816,5103816,58570,Vincent (T),1,100,,,,,,,
50302103817,5103817,58570,Vincent (T),1,100,,,,,,,
50302103818,5103818,58570,Vincent (T),1,100,,,,,,,
50302103819,5103819,58570,Vincent (T),1,100,,,,,,,
50302103820,5103820,58570,Vincent (T),1,100,,,,,,,
50302103821,5103821,58570,Vincent (T),1,100,,,,,,,
50302103822,5103822,58570,Vincent (T),1,100,,,,,,,
50302103823,5103823,58570,Vincent (T),1,100,,,,,,,
50302103824,5103824,58570,Vincent (T),1,100,,,,,,,
50302103825,5103825,58570,Vincent (T),1,100,,,,,,,
50302103826,5103826,58570,Vincent (T),1,100,,,,,,,
50302103827,5103827,58570,Vincent (T),1,100,,,,,,,
50302103828,5103828,58570,Vincent (T),1,100,,,,,,,
50302103901,5103901,57910,Stirling (C),1,100,,,,,,,
50302103902,5103902,57910,Stirling (C),1,100,,,,,,,
50302103903,5103903,58570,Vincent (T),1,100,,,,,,,
50302103904,5103904,57910,Stirling (C),1,100,,,,,,,
50302103905,5103905,57910,Stirling (C),1,100,,,,,,,
50302103906,5103906,57910,Stirling (C),1,100,,,,,,,
50302103907,5103907,57910,Stirling (C),1,100,,,,,,,
50302103908,5103908,58570,Vincent (T),1,100,,,,,,,
50302103909,5103909,58570,Vincent (T),1,100,,,,,,,
50302103910,5103910,58570,Vincent (T),1,100,,,,,,,
50302103911,5103911,58570,Vincent (T),1,100,,,,,,,
50302103912,5103912,58570,Vincent (T),1,100,,,,,,,
50302103913,5103913,58570,Vincent (T),1,100,,,,,,,
50302103914,5103914,50420,Bayswater (C),1,100,,,,,,,
50302103915,5103915,50420,Bayswater (C),1,100,,,,,,,
50302103916,5103916,57910,Stirling (C),1,100,,,,,,,
50302103917,5103917,57910,Stirling (C),1,100,,,,,,,
50302103918,5103918,57910,Stirling (C),1,100,,,,,,,
50302103919,5103919,57910,Stirling (C),1,100,,,,,,,
50302103920,5103920,57910,Stirling (C),1,100,,,,,,,
50302103921,5103921,57910,Stirling (C),1,100,,,,,,,
50302103922,5103922,57910,Stirling (C),1,100,,,,,,,
50302103923,5103923,57910,Stirling (C),1,100,,,,,,,
50302103924,5103924,57910,Stirling (C),1,100,,,,,,,
50302103925,5103925,57910,Stirling (C),1,100,,,,,,,
50302103926,5103926,57910,Stirling (C),1,100,,,,,,,
50302103927,5103927,57910,Stirling (C),1,100,,,,,,,
50302103928,5103928,57910,Stirling (C),1,100,,,,,,,
50302103929,5103929,57910,Stirling (C),1,100,,,,,,,
50302103930,5103930,57910,Stirling (C),1,100,,,,,,,
50302103931,5103931,57910,Stirling (C),1,100,,,,,,,
50302103932,5103932,57910,Stirling (C),1,100,,,,,,,
50302103933,5103933,57910,Stirling (C),1,100,,,,,,,
50302103934,5103934,57910,Stirling (C),1,100,,,,,,,
50302103935,5103935,57910,Stirling (C),1,100,,,,,,,
50302103936,5103936,57910,Stirling (C),1,100,,,,,,,
50302103937,5103937,57910,Stirling (C),1,100,,,,,,,
50302103938,5103938,57910,Stirling (C),1,100,,,,,,,
50302103939,5103939,57910,Stirling (C),1,100,,,,,,,
50302104001,5104001,58570,Vincent (T),1,100,,,,,,,
50302104002,5104002,58570,Vincent (T),1,100,,,,,,,
50302104003,5104003,58570,Vincent (T),1,100,,,,,,,
50302104004,5104004,58570,Vincent (T),1,100,,,,,,,
50302104005,5104005,58570,Vincent (T),1,100,,,,,,,
50302104006,5104006,58570,Vincent (T),1,100,,,,,,,
50302104007,5104007,58570,Vincent (T),1,100,,,,,,,
50302104008,5104008,58570,Vincent (T),1,100,,,,,,,
50302104009,5104009,58570,Vincent (T),1,100,,,,,,,
50302104010,5104010,58570,Vincent (T),1,100,,,,,,,
50302104011,5104011,58570,Vincent (T),1,100,,,,,,,
50302104012,5104012,58570,Vincent (T),1,100,,,,,,,
50302104013,5104013,58570,Vincent (T),1,100,,,,,,,
50302104014,5104014,58570,Vincent (T),1,100,,,,,,,
50302104015,5104015,58570,Vincent (T),1,100,,,,,,,
50302104016,5104016,58570,Vincent (T),1,100,,,,,,,
50302104017,5104017,58570,Vincent (T),1,100,,,,,,,
50302104018,5104018,58570,Vincent (T),1,100,,,,,,,
50302104019,5104019,58570,Vincent (T),1,100,,,,,,,
50302104020,5104020,58570,Vincent (T),1,100,,,,,,,
50302104021,5104021,58570,Vincent (T),1,100,,,,,,,
50302104101,5104101,58570,Vincent (T),1,100,,,,,,,
50302104102,5104102,57080,Perth (C),1,100,,,,,,,
50302104103,5104103,57080,Perth (C),1,100,,,,,,,
50302104104,5104104,57080,Perth (C),1,100,,,,,,,
50302104105,5104105,57080,Perth (C),1,100,,,,,,,
50302104106,5104106,57080,Perth (C),1,100,,,,,,,
50302104107,5104107,57080,Perth (C),1,100,,,,,,,
50302104108,5104108,57080,Perth (C),1,100,,,,,,,
50302104109,5104109,57080,Perth (C),1,100,,,,,,,
50302104110,5104110,57080,Perth (C),1,100,,,,,,,
50302104111,5104111,57080,Perth (C),1,100,,,,,,,
50302104112,5104112,57080,Perth (C),1,100,,,,,,,
50302104113,5104113,57080,Perth (C),1,100,,,,,,,
50302104114,5104114,57080,Perth (C),1,100,,,,,,,
50302104115,5104115,57080,Perth (C),1,100,,,,,,,
50302104116,5104116,57080,Perth (C),1,100,,,,,,,
50302104117,5104117,57080,Perth (C),1,100,,,,,,,
50302104118,5104118,57080,Perth (C),1,100,,,,,,,
50302104119,5104119,58570,Vincent (T),1,100,,,,,,,
50302104120,5104120,58570,Vincent (T),1,100,,,,,,,
50302104121,5104121,58570,Vincent (T),1,100,,,,,,,
50302104122,5104122,58570,Vincent (T),1,100,,,,,,,
50302104123,5104123,58570,Vincent (T),1,100,,,,,,,
50302104124,5104124,58570,Vincent (T),1,100,,,,,,,
50302104125,5104125,58570,Vincent (T),1,100,,,,,,,
50302104126,5104126,57080,Perth (C),1,100,,,,,,,
50302104127,5104127,57080,Perth (C),1,100,,,,,,,
50302104128,5104128,58570,Vincent (T),1,100,,,,,,,
50302104129,5104129,58570,Vincent (T),1,100,,,,,,,
50302104130,5104130,58570,Vincent (T),1,100,,,,,,,
50302104131,5104131,58570,Vincent (T),1,100,,,,,,,
50302104132,5104132,58570,Vincent (T),1,100,,,,,,,
50302104133,5104133,58570,Vincent (T),1,100,,,,,,,
50302104134,5104134,58570,Vincent (T),1,100,,,,,,,
50302104135,5104135,57080,Perth (C),1,100,,,,,,,
50302104136,5104136,58570,Vincent (T),1,100,,,,,,,
50302104137,5104137,58570,Vincent (T),1,100,,,,,,,
50302104138,5104138,57080,Perth (C),1,100,,,,,,,
50302104139,5104139,57080,Perth (C),1,100,,,,,,,
50302104140,5104140,57080,Perth (C),1,100,,,,,,,
50302104141,5104141,57080,Perth (C),1,100,,,,,,,
50302104142,5104142,57080,Perth (C),1,100,,,,,,,
50302104143,5104143,58570,Vincent (T),1,100,,,,,,,
50302104144,5104144,57080,Perth (C),1,100,,,,,,,
50302104145,5104145,57080,Perth (C),1,100,,,,,,,
50302104146,5104146,57080,Perth (C),1,100,,,,,,,
50302104201,5104201,57980,Subiaco (C),1,100,,,,,,,
50302104202,5104202,57980,Subiaco (C),1,100,,,,,,,
50302104203,5104203,57980,Subiaco (C),1,100,,,,,,,
50302104204,5104204,51310,Cambridge (T),0.148559,14.8558963,,,,,,,
50302104204,5104204,57980,Subiaco (C),0.851441,85.1441037,,,,,,,
50302104205,5104205,57980,Subiaco (C),1,100,,,,,,,
50302104206,5104206,51310,Cambridge (T),0.1393946,13.9394552,,,,,,,
50302104206,5104206,57980,Subiaco (C),0.8606054,86.0605448,,,,,,,
50302104207,5104207,57980,Subiaco (C),1,100,,,,,,,
50302104208,5104208,57980,Subiaco (C),1,100,,,,,,,
50302104209,5104209,57980,Subiaco (C),1,100,,,,,,,
50302104210,5104210,57980,Subiaco (C),1,100,,,,,,,
50302104211,5104211,57980,Subiaco (C),1,100,,,,,,,
50302104212,5104212,57980,Subiaco (C),1,100,,,,,,,
50302104213,5104213,57980,Subiaco (C),1,100,,,,,,,
50302104214,5104214,57980,Subiaco (C),1,100,,,,,,,
50302104215,5104215,57980,Subiaco (C),1,100,,,,,,,
50302104216,5104216,57980,Subiaco (C),1,100,,,,,,,
50302104217,5104217,57980,Subiaco (C),1,100,,,,,,,
50302104218,5104218,57980,Subiaco (C),1,100,,,,,,,
50302104219,5104219,57980,Subiaco (C),1,100,,,,,,,
50302104220,5104220,57980,Subiaco (C),1,100,,,,,,,
50302104221,5104221,57980,Subiaco (C),1,100,,,,,,,
50302104222,5104222,57980,Subiaco (C),1,100,,,,,,,
50302104223,5104223,57980,Subiaco (C),1,100,,,,,,,
50302104224,5104224,57980,Subiaco (C),1,100,,,,,,,
50302104225,5104225,57980,Subiaco (C),1,100,,,,,,,
50302104226,5104226,57980,Subiaco (C),1,100,,,,,,,
50302104227,5104227,56580,Nedlands (C),1,100,,,,,,,
50302104228,5104228,57980,Subiaco (C),1,100,,,,,,,
50302104229,5104229,57980,Subiaco (C),1,100,,,,,,,
50302104230,5104230,57980,Subiaco (C),1,100,,,,,,,
50302104231,5104231,57980,Subiaco (C),1,100,,,,,,,
50302104232,5104232,57980,Subiaco (C),1,100,,,,,,,
50302104233,5104233,57980,Subiaco (C),1,100,,,,,,,
50302104234,5104234,57980,Subiaco (C),1,100,,,,,,,
50302104235,5104235,57980,Subiaco (C),1,100,,,,,,,
50302104236,5104236,57980,Subiaco (C),1,100,,,,,,,
50302104301,5104301,57910,Stirling (C),1,100,,,,,,,
50302104302,5104302,57910,Stirling (C),1,100,,,,,,,
50302104303,5104303,57910,Stirling (C),1,100,,,,,,,
50302104304,5104304,57910,Stirling (C),1,100,,,,,,,
50302104305,5104305,57910,Stirling (C),1,100,,,,,,,
50302104306,5104306,51310,Cambridge (T),1,100,,,,,,,
50302104307,5104307,51310,Cambridge (T),1,100,,,,,,,
50302104308,5104308,51310,Cambridge (T),1,100,,,,,,,
50302104309,5104309,57910,Stirling (C),1,100,,,,,,,
50302104310,5104310,51310,Cambridge (T),1,100,,,,,,,
50302104311,5104311,51310,Cambridge (T),1,100,,,,,,,
50302104312,5104312,57910,Stirling (C),1,100,,,,,,,
50302104313,5104313,57910,Stirling (C),1,100,,,,,,,
50302104314,5104314,57910,Stirling (C),1,100,,,,,,,
50302104315,5104315,57910,Stirling (C),1,100,,,,,,,
50302104316,5104316,57910,Stirling (C),1,100,,,,,,,
50302104317,5104317,51310,Cambridge (T),1,100,,,,,,,
50302104318,5104318,51310,Cambridge (T),1,100,,,,,,,
50302104319,5104319,51310,Cambridge (T),1,100,,,,,,,
50302104320,5104320,51310,Cambridge (T),1,100,,,,,,,
50302104321,5104321,51310,Cambridge (T),1,100,,,,,,,
50302104322,5104322,51310,Cambridge (T),1,100,,,,,,,
50302104323,5104323,51310,Cambridge (T),1,100,,,,,,,
50302104324,5104324,51310,Cambridge (T),1,100,,,,,,,
50302104325,5104325,51310,Cambridge (T),1,100,,,,,,,
50302104326,5104326,51310,Cambridge (T),1,100,,,,,,,
50302104327,5104327,51310,Cambridge (T),1,100,,,,,,,
50302104328,5104328,51310,Cambridge (T),1,100,,,,,,,
50302104329,5104329,51310,Cambridge (T),1,100,,,,,,,
50302104330,5104330,51310,Cambridge (T),1,100,,,,,,,
50302104331,5104331,51310,Cambridge (T),1,100,,,,,,,
50302104332,5104332,51310,Cambridge (T),1,100,,,,,,,
50302104333,5104333,51310,Cambridge (T),1,100,,,,,,,
50302104334,5104334,51310,Cambridge (T),1,100,,,,,,,
50302104335,5104335,51310,Cambridge (T),1,100,,,,,,,
50302104336,5104336,51310,Cambridge (T),1,100,,,,,,,
50302104337,5104337,51310,Cambridge (T),1,100,,,,,,,
50302104338,5104338,51310,Cambridge (T),1,100,,,,,,,
50302104339,5104339,51310,Cambridge (T),1,100,,,,,,,
50401104401,5104401,50350,Bassendean (T),1,100,,,,,,,
50401104402,5104402,50350,Bassendean (T),1,100,,,,,,,
50401104403,5104403,50350,Bassendean (T),1,100,,,,,,,
50401104404,5104404,50350,Bassendean (T),1,100,,,,,,,
50401104405,5104405,50350,Bassendean (T),1,100,,,,,,,
50401104406,5104406,50350,Bassendean (T),1,100,,,,,,,
50401104407,5104407,50350,Bassendean (T),1,100,,,,,,,
50401104408,5104408,50350,Bassendean (T),1,100,,,,,,,
50401104409,5104409,50350,Bassendean (T),1,100,,,,,,,
50401104410,5104410,50350,Bassendean (T),1,100,,,,,,,
50401104411,5104411,50350,Bassendean (T),1,100,,,,,,,
50401104412,5104412,50350,Bassendean (T),1,100,,,,,,,
50401104413,5104413,50350,Bassendean (T),1,100,,,,,,,
50401104414,5104414,50350,Bassendean (T),1,100,,,,,,,
50401104415,5104415,50350,Bassendean (T),1,100,,,,,,,
50401104416,5104416,50350,Bassendean (T),1,100,,,,,,,
50401104417,5104417,50350,Bassendean (T),1,100,,,,,,,
50401104418,5104418,50350,Bassendean (T),1,100,,,,,,,
50401104419,5104419,50350,Bassendean (T),1,100,,,,,,,
50401104420,5104420,50350,Bassendean (T),1,100,,,,,,,
50401104421,5104421,50350,Bassendean (T),1,100,,,,,,,
50401104422,5104422,50350,Bassendean (T),1,100,,,,,,,
50401104423,5104423,50350,Bassendean (T),1,100,,,,,,,
50401104424,5104424,50350,Bassendean (T),1,100,,,,,,,
50401104425,5104425,50350,Bassendean (T),1,100,,,,,,,
50401104426,5104426,50350,Bassendean (T),1,100,,,,,,,
50401104427,5104427,50350,Bassendean (T),1,100,,,,,,,
50401104428,5104428,50350,Bassendean (T),1,100,,,,,,,
50401104429,5104429,50350,Bassendean (T),1,100,,,,,,,
50401104430,5104430,50350,Bassendean (T),1,100,,,,,,,
50401104431,5104431,50350,Bassendean (T),1,100,,,,,,,
50401104432,5104432,50350,Bassendean (T),1,100,,,,,,,
50401104433,5104433,50350,Bassendean (T),1,100,,,,,,,
50401104434,5104434,50350,Bassendean (T),1,100,,,,,,,
50401104435,5104435,50350,Bassendean (T),1,100,,,,,,,
50401104436,5104436,50350,Bassendean (T),1,100,,,,,,,
50401104437,5104437,50350,Bassendean (T),1,100,,,,,,,
50401104501,5104501,50420,Bayswater (C),1,100,,,,,,,
50401104502,5104502,50420,Bayswater (C),1,100,,,,,,,
50401104503,5104503,50420,Bayswater (C),1,100,,,,,,,
50401104504,5104504,50420,Bayswater (C),1,100,,,,,,,
50401104505,5104505,50420,Bayswater (C),1,100,,,,,,,
50401104506,5104506,50420,Bayswater (C),1,100,,,,,,,
50401104507,5104507,50420,Bayswater (C),1,100,,,,,,,
50401104508,5104508,50420,Bayswater (C),1,100,,,,,,,
50401104509,5104509,50420,Bayswater (C),1,100,,,,,,,
50401104510,5104510,50420,Bayswater (C),1,100,,,,,,,
50401104511,5104511,50420,Bayswater (C),1,100,,,,,,,
50401104512,5104512,50420,Bayswater (C),1,100,,,,,,,
50401104513,5104513,50420,Bayswater (C),1,100,,,,,,,
50401104514,5104514,50420,Bayswater (C),1,100,,,,,,,
50401104515,5104515,50420,Bayswater (C),1,100,,,,,,,
50401104516,5104516,50420,Bayswater (C),1,100,,,,,,,
50401104517,5104517,50420,Bayswater (C),1,100,,,,,,,
50401104518,5104518,50420,Bayswater (C),1,100,,,,,,,
50401104519,5104519,50420,Bayswater (C),1,100,,,,,,,
50401104520,5104520,50420,Bayswater (C),1,100,,,,,,,
50401104521,5104521,50420,Bayswater (C),1,100,,,,,,,
50401104522,5104522,50420,Bayswater (C),1,100,,,,,,,
50401104523,5104523,50420,Bayswater (C),1,100,,,,,,,
50401104524,5104524,50420,Bayswater (C),1,100,,,,,,,
50401104525,5104525,50420,Bayswater (C),1,100,,,,,,,
50401104526,5104526,50420,Bayswater (C),1,100,,,,,,,
50401104527,5104527,50420,Bayswater (C),1,100,,,,,,,
50401104528,5104528,50420,Bayswater (C),1,100,,,,,,,
50401104529,5104529,50420,Bayswater (C),1,100,,,,,,,
50401104530,5104530,50420,Bayswater (C),1,100,,,,,,,
50401104531,5104531,50420,Bayswater (C),1,100,,,,,,,
50401104532,5104532,50420,Bayswater (C),1,100,,,,,,,
50401104533,5104533,50420,Bayswater (C),1,100,,,,,,,
50401104534,5104534,50420,Bayswater (C),1,100,,,,,,,
50401104535,5104535,50420,Bayswater (C),1,100,,,,,,,
